ETF,Model,Features,Split,Trial,y_pred,MAE,R2-OOS
IEF,LSTM,full,val,1,"[np.float64(0.006970122456550598), np.float64(0.006642207503318787), np.float64(0.008227616548538208), np.float64(0.007955104112625122), np.float64(0.009001247584819794), np.float64(0.009292170405387878), np.float64(0.008252270519733429), np.float64(0.011426463723182678), np.float64(0.012720063328742981), np.float64(0.0111280158162117), np.float64(0.006866909563541412), np.float64(0.007997274398803711), np.float64(0.00828501582145691), np.float64(0.0094870924949646), np.float64(0.008759453892707825), np.float64(0.008102662861347198), np.float64(0.009279415011405945), np.float64(0.009261921048164368), np.float64(0.010845497250556946), np.float64(0.008307144045829773), np.float64(0.008320517838001251), np.float64(0.008813761174678802), np.float64(0.0081748366355896), np.float64(0.007663458585739136), np.float64(0.008392110466957092), np.float64(0.007025629281997681), np.float64(0.0076935142278671265), np.float64(0.00786338746547699), np.float64(0.008254490792751312), np.float64(0.00781366229057312), np.float64(0.008968159556388855), np.float64(0.00737684965133667), np.float64(0.007324934005737305), np.float64(0.007421404123306274), np.float64(0.006355226039886475), np.float64(0.007428556680679321), np.float64(0.008751645684242249), np.float64(0.009253248572349548), np.float64(0.007540032267570496), np.float64(0.010687902569770813), np.float64(0.009773805737495422), np.float64(0.00808154046535492), np.float64(0.00972282886505127), np.float64(0.009238176047801971), np.float64(0.0086594820022583), np.float64(0.007284373044967651), np.float64(0.008029259741306305), np.float64(0.006641983985900879), np.float64(0.008013039827346802), np.float64(0.007288217544555664), np.float64(0.007850930094718933), np.float64(0.00766347348690033), np.float64(0.007977969944477081), np.float64(0.007675081491470337), np.float64(0.008793532848358154), np.float64(0.007636182010173798), np.float64(0.008259415626525879), np.float64(0.007899820804595947), np.float64(0.007729761302471161), np.float64(0.007583938539028168), np.float64(0.00740639865398407), np.float64(0.006849847733974457), np.float64(0.00624491274356842), np.float64(0.007994666695594788), np.float64(0.01004338264465332), np.float64(0.008740037679672241), np.float64(0.0076045021414756775), np.float64(0.009631618857383728), np.float64(0.008482217788696289), np.float64(0.007769040763378143), np.float64(0.008066505193710327), np.float64(0.006885632872581482), np.float64(0.006684005260467529), np.float64(0.007849305868148804), np.float64(0.006926700472831726), np.float64(0.006677500903606415), np.float64(0.007877200841903687), np.float64(0.006600521504878998), np.float64(0.007016509771347046), np.float64(0.008549094200134277), np.float64(0.011795826256275177), np.float64(0.007090836763381958), np.float64(0.007327333092689514), np.float64(0.008180215954780579), np.float64(0.0074777379631996155)]",0.004416347481310368,0.11879998828338911
IEF,LSTM,full,test,1,"[np.float64(0.009785979986190796), np.float64(0.010952100157737732), np.float64(0.006584525108337402), np.float64(0.010483264923095703), np.float64(0.007188469171524048), np.float64(0.007733672857284546), np.float64(0.007737606763839722), np.float64(0.007971704006195068), np.float64(0.008479975163936615), np.float64(0.00770077109336853), np.float64(0.0075219422578811646), np.float64(0.009007520973682404), np.float64(0.006756141781806946), np.float64(0.007572203874588013), np.float64(0.006800204515457153), np.float64(0.006974175572395325), np.float64(0.006455183029174805), np.float64(0.007831677794456482), np.float64(0.009042829275131226), np.float64(0.009828761219978333), np.float64(0.009160920977592468), np.float64(0.00949939340353012), np.float64(0.010167643427848816), np.float64(0.011320739984512329), np.float64(0.009616777300834656), np.float64(0.008365139365196228), np.float64(0.007859274744987488), np.float64(0.0067430585622787476), np.float64(0.0073698461055755615), np.float64(0.007304280996322632), np.float64(0.00841967761516571), np.float64(0.007272832095623016), np.float64(0.006415858864784241), np.float64(0.006899893283843994), np.float64(0.0072906240820884705), np.float64(0.007428646087646484), np.float64(0.0053817033767700195), np.float64(0.004523351788520813), np.float64(0.005127370357513428), np.float64(0.005161985754966736), np.float64(0.004180558025836945), np.float64(0.007592618465423584), np.float64(0.0059736669063568115), np.float64(0.006841063499450684), np.float64(0.00696970522403717), np.float64(0.006910793483257294), np.float64(0.0052856504917144775), np.float64(0.005840912461280823), np.float64(0.005842581391334534), np.float64(0.00530783087015152), np.float64(0.007985725998878479), np.float64(0.006573677062988281), np.float64(0.0060188621282577515), np.float64(0.0071527063846588135), np.float64(0.006219163537025452), np.float64(0.0068625956773757935), np.float64(0.006965160369873047), np.float64(0.0065860748291015625), np.float64(0.00502324104309082), np.float64(0.005601063370704651), np.float64(0.005061239004135132)]",0.0029189102351665497,0.1289730095323236
IEF,LSTM,PCA,train,1,"[np.float64(0.007844895124435425), np.float64(0.007855698466300964), np.float64(0.007186487317085266), np.float64(0.006491333246231079), np.float64(0.006007090210914612), np.float64(0.007155701518058777), np.float64(0.007722929120063782), np.float64(0.007969439029693604), np.float64(0.007150083780288696), np.float64(0.0071372538805007935), np.float64(0.007141023874282837), np.float64(0.007438138127326965), np.float64(0.008029356598854065), np.float64(0.007794246077537537), np.float64(0.008396923542022705), np.float64(0.009425908327102661), np.float64(0.008278831839561462), np.float64(0.007647767663002014), np.float64(0.007394716143608093), np.float64(0.007513478398323059), np.float64(0.007451415061950684), np.float64(0.007343515753746033), np.float64(0.007671073079109192), np.float64(0.007809773087501526), np.float64(0.007603734731674194), np.float64(0.0068400949239730835), np.float64(0.007061675190925598), np.float64(0.007377341389656067), np.float64(0.007621273398399353), np.float64(0.007940277457237244), np.float64(0.007357433438301086), np.float64(0.007810056209564209), np.float64(0.007557496428489685), np.float64(0.007281258702278137), np.float64(0.008252844214439392), np.float64(0.008464232087135315), np.float64(0.008012473583221436), np.float64(0.008079811930656433), np.float64(0.00718863308429718), np.float64(0.007171258330345154), np.float64(0.007616505026817322), np.float64(0.007700815796852112), np.float64(0.007622852921485901), np.float64(0.006675213575363159), np.float64(0.006093323230743408), np.float64(0.0066693127155303955), np.float64(0.006622448563575745), np.float64(0.006977543234825134), np.float64(0.007021009922027588), np.float64(0.007243067026138306), np.float64(0.006916597485542297), np.float64(0.007259666919708252), np.float64(0.007560506463050842), np.float64(0.007349461317062378), np.float64(0.00798720121383667), np.float64(0.007200747728347778), np.float64(0.0070853084325790405), np.float64(0.00775282084941864), np.float64(0.007519185543060303), np.float64(0.007875680923461914), np.float64(0.007283374667167664), np.float64(0.007218658924102783), np.float64(0.0077594369649887085), np.float64(0.007750660181045532), np.float64(0.00826813280582428), np.float64(0.007956162095069885), np.float64(0.007456526160240173), np.float64(0.00764581561088562), np.float64(0.007536023855209351), np.float64(0.0074095577001571655), np.float64(0.007567226886749268), np.float64(0.007192164659500122), np.float64(0.0019748657941818237), np.float64(0.004382282495498657), np.float64(0.006283029913902283), np.float64(0.007219284772872925), np.float64(0.008366033434867859), np.float64(0.007899478077888489), np.float64(0.008350729942321777), np.float64(0.007111549377441406), np.float64(0.006952837109565735), np.float64(0.006654083728790283), np.float64(0.007060512900352478), np.float64(0.00715772807598114), np.float64(0.007164940237998962), np.float64(0.006503209471702576), np.float64(0.005396798253059387), np.float64(0.006806790828704834), np.float64(0.007037356495857239), np.float64(0.006858319044113159), np.float64(0.006944283843040466), np.float64(0.007545500993728638), np.float64(0.007653549313545227), np.float64(0.007340967655181885), np.float64(0.007262513041496277), np.float64(0.007256165146827698), np.float64(0.006989911198616028), np.float64(0.007011905312538147), np.float64(0.008006289601325989), np.float64(0.007040396332740784), np.float64(0.006486564874649048), np.float64(0.008216187357902527), np.float64(0.008617192506790161), np.float64(0.00778922438621521), np.float64(0.007438883185386658), np.float64(0.006432875990867615), np.float64(0.0069462209939956665), np.float64(0.0066006481647491455), np.float64(0.006684452295303345), np.float64(0.006983280181884766), np.float64(0.005122676491737366), np.float64(0.004212513566017151), np.float64(0.0058106929063797), np.float64(0.006069153547286987), np.float64(0.007186457514762878), np.float64(0.006990954279899597), np.float64(0.0062937140464782715), np.float64(0.006553038954734802), np.float64(0.0071001797914505005), np.float64(0.007890909910202026), np.float64(0.0077434927225112915), np.float64(0.007643982768058777), np.float64(0.007780030369758606), np.float64(0.007105022668838501), np.float64(0.006683647632598877), np.float64(0.006773814558982849), np.float64(0.006770715117454529), np.float64(0.006820693612098694), np.float64(0.006773173809051514), np.float64(0.006888225674629211), np.float64(0.007488474249839783), np.float64(0.007137104868888855), np.float64(0.006261855363845825), np.float64(0.007290437817573547), np.float64(0.007321596145629883), np.float64(0.008591309189796448), np.float64(0.008269444108009338), np.float64(0.007816821336746216), np.float64(0.007575824856758118), np.float64(0.006516501307487488), np.float64(0.0059477537870407104), np.float64(0.006091684103012085), np.float64(0.006631895899772644), np.float64(0.0071456581354141235), np.float64(0.0070903003215789795), np.float64(0.007266804575920105), np.float64(0.006938084959983826), np.float64(0.007048949599266052), np.float64(0.007010415196418762), np.float64(0.0072150081396102905), np.float64(0.007147148251533508), np.float64(0.0071192532777786255), np.float64(0.007126182317733765), np.float64(0.0077374279499053955), np.float64(0.007322147488594055), np.float64(0.007029786705970764), np.float64(0.007196381688117981), np.float64(0.007228538393974304), np.float64(0.0069989413022994995), np.float64(0.004879757761955261), np.float64(0.005196407437324524), np.float64(0.005518808960914612), np.float64(0.006461963057518005), np.float64(0.007239833474159241), np.float64(0.007169634103775024), np.float64(0.00765131413936615), np.float64(0.008230626583099365), np.float64(0.007722824811935425), np.float64(0.0072348713874816895), np.float64(0.007479920983314514), np.float64(0.007823631167411804), np.float64(0.007534101605415344), np.float64(0.007491573691368103), np.float64(0.007402002811431885), np.float64(0.007224410772323608), np.float64(0.007274940609931946), np.float64(0.007188841700553894), np.float64(0.007517144083976746), np.float64(0.007321968674659729), np.float64(0.007641851902008057), np.float64(0.0075751543045043945), np.float64(0.0070654600858688354), np.float64(0.00807248055934906), np.float64(0.007538929581642151), np.float64(0.007619038224220276), np.float64(0.00816759467124939), np.float64(0.007976531982421875), np.float64(0.008547678589820862), np.float64(0.008462503552436829), np.float64(0.008465632796287537), np.float64(0.008237302303314209), np.float64(0.007913663983345032), np.float64(0.008719727396965027), np.float64(0.007885172963142395), np.float64(0.007643669843673706), np.float64(0.008073970675468445), np.float64(0.008835405111312866), np.float64(0.009595498442649841), np.float64(0.00944565236568451), np.float64(0.009322389960289001), np.float64(0.007972821593284607), np.float64(0.007613047957420349), np.float64(0.007700219750404358), np.float64(0.008167803287506104), np.float64(0.008584246039390564), np.float64(0.007873088121414185), np.float64(0.008277863264083862), np.float64(0.007676929235458374), np.float64(0.007226049900054932), np.float64(0.007566347718238831), np.float64(0.008546918630599976), np.float64(0.008132129907608032), np.float64(0.007979035377502441), np.float64(0.007405772805213928), np.float64(0.007963240146636963), np.float64(0.008196473121643066), np.float64(0.007583886384963989), np.float64(0.006674483418464661), np.float64(0.007209479808807373), np.float64(0.006793513894081116), np.float64(0.0066557377576828), np.float64(0.0070173293352127075), np.float64(0.007332786917686462), np.float64(0.007826477289199829), np.float64(0.0068365782499313354), np.float64(0.007049918174743652), np.float64(0.008236676454544067), np.float64(0.008439198136329651), np.float64(0.011246487498283386), np.float64(0.011669933795928955), np.float64(0.010264202952384949), np.float64(0.009036973118782043), np.float64(0.008398279547691345), np.float64(0.008474662899971008), np.float64(0.00762350857257843), np.float64(0.007477059960365295), np.float64(0.007776215672492981), np.float64(0.007049918174743652), np.float64(0.007454380393028259), np.float64(0.006941214203834534), np.float64(0.006948024034500122), np.float64(0.007148072123527527), np.float64(0.007103130221366882), np.float64(0.006610661745071411), np.float64(0.006650298833847046), np.float64(0.006456479430198669), np.float64(0.005565658211708069), np.float64(0.00577642023563385), np.float64(0.005945175886154175), np.float64(0.007352590560913086), np.float64(0.006558045744895935), np.float64(0.00683651864528656), np.float64(0.007193699479103088), np.float64(0.006499379873275757), np.float64(0.006000995635986328), np.float64(0.006224900484085083), np.float64(0.006005987524986267), np.float64(0.006010040640830994), np.float64(0.0064599961042404175), np.float64(0.00631946325302124), np.float64(0.006506115198135376), np.float64(0.00672738254070282), np.float64(0.007454350590705872), np.float64(0.007688537240028381), np.float64(0.007219091057777405), np.float64(0.007046565413475037), np.float64(0.0071842968463897705), np.float64(0.00708673894405365), np.float64(0.00646016001701355), np.float64(0.006392970681190491), np.float64(0.006499186158180237), np.float64(0.0068056583404541016), np.float64(0.006912305951118469), np.float64(0.006625637412071228), np.float64(0.007421374320983887), np.float64(0.007584035396575928), np.float64(0.006980970501899719), np.float64(0.006766572594642639), np.float64(0.0073393285274505615), np.float64(0.0072525739669799805), np.float64(0.007679954171180725), np.float64(0.006974413990974426), np.float64(0.006894290447235107), np.float64(0.006801590323448181), np.float64(0.006712168455123901), np.float64(0.007300660014152527), np.float64(0.006435707211494446), np.float64(0.005668237805366516), np.float64(0.00592467188835144), np.float64(0.006722405552864075), np.float64(0.0066508948802948), np.float64(0.007054165005683899), np.float64(0.006957218050956726), np.float64(0.00734354555606842), np.float64(0.007412120699882507), np.float64(0.006899058818817139), np.float64(0.008033975958824158), np.float64(0.008436605334281921), np.float64(0.008530959486961365), np.float64(0.008629649877548218), np.float64(0.007527068257331848), np.float64(0.007830590009689331), np.float64(0.0066282302141189575), np.float64(0.007342010736465454), np.float64(0.008070394396781921), np.float64(0.00812232494354248), np.float64(0.007779911160469055), np.float64(0.0066098421812057495), np.float64(0.007410869002342224), np.float64(0.0073576271533966064), np.float64(0.007112070918083191), np.float64(0.006525769829750061), np.float64(0.008251115679740906), np.float64(0.008694544434547424), np.float64(0.00877244770526886), np.float64(0.009009882807731628), np.float64(0.007870927453041077), np.float64(0.008464723825454712), np.float64(0.00801531970500946), np.float64(0.007263481616973877), np.float64(0.007796198129653931), np.float64(0.00726492702960968), np.float64(0.008005097508430481), np.float64(0.008959457278251648), np.float64(0.007855400443077087), np.float64(0.007864430546760559), np.float64(0.008682459592819214), np.float64(0.00827878713607788), np.float64(0.008782178163528442), np.float64(0.008357629179954529), np.float64(0.008139029145240784), np.float64(0.009490236639976501), np.float64(0.009366676211357117), np.float64(0.009891524910926819), np.float64(0.009158894419670105), np.float64(0.007917985320091248), np.float64(0.008421540260314941), np.float64(0.008540824055671692), np.float64(0.008735373616218567), np.float64(0.009267434477806091), np.float64(0.01011611521244049), np.float64(0.009777754545211792), np.float64(0.01001189649105072), np.float64(0.009419620037078857), np.float64(0.009929776191711426), np.float64(0.010282263159751892), np.float64(0.00992913544178009), np.float64(0.00969339907169342), np.float64(0.009340360760688782), np.float64(0.009534314274787903), np.float64(0.008612483739852905), np.float64(0.008535817265510559), np.float64(0.007753506302833557), np.float64(0.008864417672157288), np.float64(0.008731171488761902), np.float64(0.00779569149017334), np.float64(0.007756978273391724), np.float64(0.008420616388320923), np.float64(0.008478373289108276), np.float64(0.008149951696395874), np.float64(0.008247971534729004), np.float64(0.009097769856452942), np.float64(0.009929701685905457), np.float64(0.00864332914352417), np.float64(0.008244261145591736), np.float64(0.008607149124145508), np.float64(0.009003162384033203), np.float64(0.008902877569198608), np.float64(0.008709922432899475), np.float64(0.00712190568447113), np.float64(0.007743731141090393)]",0.001944182557053864,0.43657118442703535
IEF,LSTM,PCA,val,1,"[np.float64(0.009092450141906738), np.float64(0.008376315236091614), np.float64(0.0084647536277771), np.float64(0.008504539728164673), np.float64(0.008369892835617065), np.float64(0.008678242564201355), np.float64(0.008863478899002075), np.float64(0.008563145995140076), np.float64(0.009935006499290466), np.float64(0.009622946381568909), np.float64(0.009594231843948364), np.float64(0.008981376886367798), np.float64(0.00895620882511139), np.float64(0.008171096444129944), np.float64(0.008905410766601562), np.float64(0.009402155876159668), np.float64(0.009366437792778015), np.float64(0.009327545762062073), np.float64(0.007699877023696899), np.float64(0.008079171180725098), np.float64(0.00813986361026764), np.float64(0.008833199739456177), np.float64(0.00972004234790802), np.float64(0.009090408682823181), np.float64(0.008754998445510864), np.float64(0.009002789855003357), np.float64(0.00923280417919159), np.float64(0.009070903062820435), np.float64(0.009105846285820007), np.float64(0.008643165230751038), np.float64(0.00783906877040863), np.float64(0.008288294076919556), np.float64(0.008372649550437927), np.float64(0.008158355951309204), np.float64(0.0077047199010849), np.float64(0.007673904299736023), np.float64(0.007656946778297424), np.float64(0.008550897240638733), np.float64(0.008725106716156006), np.float64(0.009228497743606567), np.float64(0.00878840684890747), np.float64(0.008223354816436768), np.float64(0.008489549160003662), np.float64(0.008373543620109558), np.float64(0.008016705513000488), np.float64(0.008908644318580627), np.float64(0.008924975991249084), np.float64(0.008607044816017151), np.float64(0.008000582456588745), np.float64(0.008127540349960327), np.float64(0.00829218327999115), np.float64(0.006842955946922302), np.float64(0.007589802145957947), np.float64(0.007549300789833069), np.float64(0.008673056960105896), np.float64(0.008737996220588684), np.float64(0.008462473750114441), np.float64(0.008425131440162659), np.float64(0.008425801992416382), np.float64(0.008090123534202576), np.float64(0.00866621732711792), np.float64(0.00812019407749176), np.float64(0.008071660995483398), np.float64(0.008215546607971191), np.float64(0.008648991584777832), np.float64(0.008336782455444336), np.float64(0.007857054471969604), np.float64(0.00776199996471405), np.float64(0.007057800889015198), np.float64(0.007278010249137878), np.float64(0.007858648896217346), np.float64(0.008391916751861572), np.float64(0.009190782904624939), np.float64(0.009054437279701233), np.float64(0.007683500647544861), np.float64(0.007189631462097168), np.float64(0.007105797529220581), np.float64(0.007628723978996277), np.float64(0.006478101015090942), np.float64(0.005855932831764221), np.float64(0.006359383463859558), np.float64(0.007448315620422363), np.float64(0.007621601223945618), np.float64(0.007275208830833435), np.float64(0.005661413073539734)]",0.0026000228244811296,0.4812137964478225
IEF,LSTM,PCA,test,1,"[np.float64(0.007523715496063232), np.float64(0.00742107629776001), np.float64(0.007945641875267029), np.float64(0.0078439861536026), np.float64(0.007274270057678223), np.float64(0.008056983351707458), np.float64(0.007743418216705322), np.float64(0.007519841194152832), np.float64(0.007436543703079224), np.float64(0.007135823369026184), np.float64(0.007277145981788635), np.float64(0.007943138480186462), np.float64(0.00834287703037262), np.float64(0.008923143148422241), np.float64(0.007743328809738159), np.float64(0.006669923663139343), np.float64(0.007889121770858765), np.float64(0.007773250341415405), np.float64(0.007452219724655151), np.float64(0.007703766226768494), np.float64(0.007954329252243042), np.float64(0.007453218102455139), np.float64(0.007924377918243408), np.float64(0.00817444920539856), np.float64(0.009135052561759949), np.float64(0.008597314357757568), np.float64(0.008212625980377197), np.float64(0.00809064507484436), np.float64(0.008112967014312744), np.float64(0.006564974784851074), np.float64(0.006711810827255249), np.float64(0.006785526871681213), np.float64(0.007041245698928833), np.float64(0.007454529404640198), np.float64(0.007643893361091614), np.float64(0.007709130644798279), np.float64(0.008220314979553223), np.float64(0.007952973246574402), np.float64(0.007574215531349182), np.float64(0.007788911461830139), np.float64(0.007268309593200684), np.float64(0.0063336193561553955), np.float64(0.006479397416114807), np.float64(0.006897240877151489), np.float64(0.0070686787366867065), np.float64(0.006973385810852051), np.float64(0.006296753883361816), np.float64(0.006791979074478149), np.float64(0.006088733673095703), np.float64(0.00447005033493042), np.float64(0.0037503987550735474), np.float64(0.005030497908592224), np.float64(0.005967780947685242), np.float64(0.006927415728569031), np.float64(0.007534399628639221), np.float64(0.007930472493171692), np.float64(0.007936373353004456), np.float64(0.00769101083278656), np.float64(0.008753448724746704), np.float64(0.008550330996513367), np.float64(0.007696017622947693)]",0.005553688853979111,-0.657266753254331
IWM,Ridge,limited,train,1,[],0.0,1.0
IWM,Ridge,limited,val,1,[],0.0,1.0
IWM,Ridge,limited,test,1,[],0.0,1.0
IWM,Ridge,full,train,1,[],0.0,1.0
IWM,Ridge,full,val,1,[],0.0,1.0
IWM,Ridge,full,test,1,[],0.0,1.0
IWM,Ridge,PCA,train,1,[],0.0,1.0
IWM,Ridge,PCA,val,1,[],0.0,1.0
IWM,Ridge,PCA,test,1,[],0.0,1.0
IWM,GBR,limited,train,1,[],0.0,1.0
IWM,GBR,limited,val,1,[],0.0,1.0
IWM,GBR,limited,test,1,[],0.0,1.0
IWM,GBR,full,train,1,[],0.0,1.0
IWM,GBR,full,val,1,[],0.0,1.0
IWM,GBR,full,test,1,[],0.0,1.0
IWM,GBR,PCA,train,1,[],0.0,1.0
IWM,GBR,PCA,val,1,[],0.0,1.0
IWM,GBR,PCA,test,1,[],0.0,1.0
